inventory_id,part_num,color_id,quantity,is_spare,img_url
2436,6231,71,8,False,https://cdn.rebrickable.com/media/parts/elements/4215513.jpg
2436,63864,15,6,False,https://cdn.rebrickable.com/media/parts/elements/4558168.jpg
2436,63864,326,8,False,https://cdn.rebrickable.com/media/parts/elements/6046903.jpg
2436,64644,15,12,False,https://cdn.rebrickable.com/media/parts/elements/6070327.jpg
2436,64644,15,2,True,https://cdn.rebrickable.com/media/parts/elements/6070327.jpg
2436,6541,15,28,False,https://cdn.rebrickable.com/media/parts/elements/654101.jpg
2436,6636,72,4,False,https://cdn.rebrickable.com/media/parts/elements/4210651.jpg
2436,6636,71,7,False,https://cdn.rebrickable.com/media/parts/elements/4211549.jpg
2436,6636,15,4,False,https://cdn.rebrickable.com/media/parts/elements/663601.jpg
2436,6636,326,4,False,https://cdn.rebrickable.com/media/parts/elements/6016484.jpg
2436,85984,15,28,False,https://cdn.rebrickable.com/media/parts/elements/4547489.jpg
2436,87079,378,10,False,https://cdn.rebrickable.com/media/parts/elements/4633693.jpg
2436,87079,72,8,False,https://cdn.rebrickable.com/media/parts/elements/4560184.jpg
2436,87081,15,1,False,https://cdn.rebrickable.com/media/parts/elements/4558956.jpg
2436,87087,15,2,False,https://cdn.rebrickable.com/media/parts/elements/4558952.jpg
2436,88293,15,4,False,https://cdn.rebrickable.com/media/parts/elements/4586275.jpg
2436,90398,72,5,False,https://cdn.rebrickable.com/media/parts/elements/6146192.jpg
2436,90398,15,2,True,https://cdn.rebrickable.com/media/parts/elements/6073432.jpg
2436,90398,15,4,False,https://cdn.rebrickable.com/media/parts/elements/6073432.jpg
2436,90398,72,1,True,https://cdn.rebrickable.com/media/parts/elements/6146192.jpg
2436,92438,72,6,False,https://cdn.rebrickable.com/media/parts/elements/4654613.jpg
2436,92947,15,1,False,https://cdn.rebrickable.com/media/parts/elements/4650644.jpg
2436,96874,25,1,False,https://cdn.rebrickable.com/media/parts/elements/4654448.jpg
2436,98138,326,2,True,https://cdn.rebrickable.com/media/parts/elements/6047015.jpg
2436,98138,326,18,False,https://cdn.rebrickable.com/media/parts/elements/6047015.jpg
2436,98138,71,4,False,https://cdn.rebrickable.com/media/parts/elements/4650260.jpg
2436,98138,71,1,True,https://cdn.rebrickable.com/media/parts/elements/4650260.jpg
